journey_id,path,num_touchpoints,converted,revenue
2535,Email,1,0,0
2536,Direct,1,1,273.42
2537,Paid Search,1,1,785.81
2538,Paid Search,1,1,115.95
2539,Organic Search > Paid Search,2,1,363.79
2540,Social Media > Paid Search > Organic Search,3,0,0
2541,Organic Search > Organic Search > Paid Search,3,0,0
2542,Organic Search > Paid Search > Social Media,3,1,715.08
2543,Email > Direct,2,1,176.13
2544,Direct > Email > Direct,3,0,0
2545,Direct,1,1,781.93
2546,Organic Search > Paid Search > Email,3,0,0
2547,Social Media > Paid Search,2,0,0
2548,Social Media > Paid Search,2,0,0
2549,Organic Search > Organic Search,2,1,359.35
2550,Direct > Paid Search > Direct > Social Media,4,1,231.89
2551,Organic Search > Paid Search,2,1,1133.88
2552,Organic Search > Email,2,1,496.17
2553,Paid Search,1,1,775.38
2554,Organic Search > Paid Search > Organic Search > Social Media > Organic Search > Paid Search > Social Media,7,0,0
2555,Social Media > Email > Paid Search,3,1,207.31
2556,Organic Search,1,0,0
2557,Paid Search > Email,2,1,641.36
2558,Paid Search,1,1,383.19
2559,Direct > Email > Direct > Paid Search > Social Media,5,0,0
2560,Organic Search > Organic Search > Direct,3,1,115.96
2561,Organic Search,1,1,337.6
2562,Direct,1,1,348.51
2563,Organic Search,1,0,0
2564,Social Media,1,0,0
2565,Email,1,1,86.65
2566,Organic Search > Social Media,2,0,0
2567,Paid Search,1,1,202.94
2568,Paid Search > Direct > Organic Search > Email,4,1,409.81
2569,Direct,1,0,0
2570,Social Media > Paid Search,2,1,531.09
2571,Direct,1,0,0
2572,Social Media > Paid Search > Direct > Email,4,1,243.77
2573,Social Media > Paid Search,2,0,0
2574,Social Media,1,0,0
2575,Direct,1,1,279.71
2576,Direct,1,1,219.77
2577,Direct,1,1,796.37
2578,Paid Search > Organic Search > Direct,3,1,460.08
2579,Paid Search,1,0,0
2580,Email > Direct,2,0,0
2581,Paid Search,1,1,290.14
2582,Direct,1,1,382.19
2583,Organic Search,1,0,0
2584,Organic Search > Organic Search > Social Media,3,1,126.46
2585,Paid Search,1,1,112.86
2586,Paid Search > Email,2,0,0
2587,Social Media,1,0,0
2588,Organic Search > Paid Search > Email,3,0,0
2589,Organic Search,1,1,104.71
2590,Paid Search > Direct,2,0,0
2591,Social Media > Direct,2,0,0
2592,Organic Search > Social Media > Email > Direct,4,1,393.49
2593,Social Media,1,0,0
2594,Organic Search > Paid Search,2,1,71.4
2595,Social Media,1,0,0
2596,Paid Search > Direct,2,0,0
2597,Paid Search > Social Media > Direct > Direct,4,0,0
2598,Social Media > Direct,2,1,446.16
2599,Organic Search,1,1,268.37
2600,Email,1,1,110.66
2601,Paid Search > Paid Search,2,1,376.01
2602,Email > Direct,2,1,251.87
2603,Direct,1,1,63.67
2604,Email,1,1,74.35
2605,Organic Search > Direct,2,1,235.12
2606,Social Media,1,0,0
2607,Organic Search > Paid Search > Social Media,3,0,0
2608,Paid Search > Social Media,2,0,0
2609,Direct > Direct > Direct,3,0,0
2610,Organic Search > Direct,2,0,0
2611,Organic Search > Organic Search,2,1,74.22
2612,Organic Search > Direct,2,0,0
2613,Paid Search > Organic Search > Paid Search > Direct,4,0,0
2614,Email,1,0,0
2615,Paid Search,1,0,0
2616,Social Media,1,0,0
2617,Social Media > Direct,2,1,254.64
2618,Social Media > Paid Search,2,1,485.7
2619,Organic Search,1,1,297.19
2620,Social Media > Email,2,1,154.22
2621,Paid Search > Organic Search > Direct,3,1,125.69
2622,Social Media,1,0,0
2623,Social Media > Organic Search,2,0,0
2624,Direct,1,1,915.36
2625,Direct,1,1,301.28
2626,Paid Search,1,1,65.69
2627,Social Media > Email,2,1,228.8
2628,Email > Direct,2,0,0
2629,Paid Search > Direct,2,0,0
2630,Social Media > Email,2,1,545.62
2631,Direct,1,0,0
2632,Paid Search > Paid Search > Email,3,0,0
2633,Paid Search,1,1,226.96
2634,Direct > Social Media > Organic Search > Paid Search,4,0,0
2635,Paid Search,1,0,0
2636,Direct,1,0,0
2637,Social Media > Paid Search,2,0,0
2638,Organic Search,1,0,0
2639,Email > Direct > Paid Search,3,1,261.7
2640,Organic Search,1,0,0
2641,Social Media,1,0,0
2642,Direct > Direct,2,0,0
2643,Paid Search,1,0,0
2644,Social Media > Paid Search > Email > Direct > Direct > Email > Social Media,7,0,0
2645,Email > Social Media,2,1,601.19
2646,Organic Search,1,0,0
2647,Direct,1,1,527.95
2648,Organic Search > Paid Search,2,1,356.89
2649,Paid Search,1,0,0
2650,Social Media > Direct,2,1,535.22
2651,Organic Search > Paid Search > Direct,3,1,69.54
2652,Email > Direct > Paid Search > Social Media,4,0,0
2653,Paid Search > Social Media,2,0,0
2654,Direct > Email,2,1,267.87
2655,Direct > Paid Search,2,1,472.72
2656,Paid Search > Direct > Paid Search,3,1,167.74
2657,Direct > Email > Organic Search > Social Media > Social Media > Email,6,0,0
2658,Organic Search > Direct,2,0,0
2659,Direct,1,1,194.25
2660,Organic Search,1,0,0
2661,Direct,1,0,0
2662,Email > Organic Search,2,0,0
2663,Direct,1,1,248.36
2664,Social Media,1,0,0
2665,Organic Search > Organic Search > Organic Search > Direct,4,1,382.05
2666,Email,1,0,0
2667,Organic Search > Paid Search,2,0,0
2668,Email,1,1,372.78
2669,Social Media,1,1,241.42
2670,Social Media > Direct,2,1,159.49
2671,Direct,1,0,0
2672,Paid Search > Social Media > Direct > Paid Search > Social Media,5,1,236.87
2673,Direct,1,0,0
2674,Social Media,1,0,0
2675,Organic Search,1,0,0
2676,Email > Paid Search > Paid Search > Social Media > Organic Search > Social Media,6,0,0
2677,Organic Search > Social Media,2,0,0
2678,Paid Search > Paid Search > Organic Search > Social Media,4,1,641.13
2679,Paid Search,1,0,0
2680,Organic Search,1,0,0
2681,Direct,1,0,0
2682,Organic Search,1,1,360.52
2683,Social Media,1,1,275.11
2684,Social Media,1,0,0
2685,Organic Search > Paid Search > Social Media,3,0,0
2686,Organic Search,1,0,0
2687,Organic Search > Email,2,0,0
2688,Organic Search,1,0,0
2689,Social Media,1,0,0
2690,Paid Search > Paid Search > Direct > Organic Search > Social Media > Email,6,0,0
2691,Organic Search > Social Media,2,0,0
2692,Paid Search,1,0,0
2693,Paid Search > Organic Search > Paid Search > Social Media > Direct > Paid Search > Email,7,1,56.5
2694,Social Media,1,0,0
2695,Direct,1,0,0
2696,Email,1,1,1011.42
2697,Email > Direct,2,1,1603.12
2698,Organic Search > Paid Search > Direct,3,0,0
2699,Social Media,1,0,0
2700,Direct,1,1,540.98
2701,Paid Search > Social Media > Email,3,1,152.75
2702,Organic Search,1,0,0
2703,Direct > Paid Search > Social Media,3,1,148.65
2704,Social Media > Email,2,1,1715.39
2705,Social Media > Paid Search,2,1,116.13
2706,Organic Search > Direct,2,1,779.53
2707,Paid Search,1,0,0
2708,Organic Search > Paid Search,2,0,0
2709,Organic Search,1,1,66.01
2710,Organic Search,1,0,0
2711,Organic Search,1,0,0
2712,Organic Search,1,1,204.49
2713,Organic Search > Paid Search > Organic Search,3,1,331.96
2714,Organic Search,1,0,0
2715,Organic Search,1,0,0
2716,Organic Search > Social Media,2,0,0
2717,Direct,1,1,1400.87
2718,Paid Search > Organic Search > Direct,3,1,131.45
2719,Paid Search,1,0,0
2720,Paid Search,1,1,157.23
2721,Paid Search,1,0,0
2722,Paid Search > Direct,2,1,784.1
2723,Social Media > Paid Search > Organic Search,3,0,0
2724,Direct > Organic Search,2,1,1266.19
2725,Email,1,1,406.43
2726,Organic Search,1,0,0
2727,Organic Search,1,0,0
2728,Paid Search,1,0,0
2729,Organic Search > Paid Search,2,0,0
2730,Organic Search > Direct,2,1,450.85
2731,Social Media,1,0,0
2732,Paid Search > Organic Search > Direct,3,1,361.51
2733,Email > Direct > Email > Email,4,0,0
2734,Paid Search > Direct,2,0,0
2735,Organic Search > Paid Search,2,1,244.75
2736,Paid Search,1,1,361.33
2737,Social Media > Direct,2,1,696.07
2738,Organic Search > Direct,2,0,0
2739,Paid Search,1,1,115.07
2740,Organic Search > Social Media > Organic Search > Email,4,0,0
2741,Social Media,1,0,0
2742,Email,1,0,0
2743,Direct > Organic Search > Paid Search > Email,4,1,397.14
2744,Organic Search > Organic Search > Direct,3,0,0
2745,Direct > Social Media,2,0,0
2746,Direct,1,0,0
2747,Paid Search > Direct,2,1,678.54
2748,Direct,1,0,0
2749,Social Media,1,0,0
2750,Direct > Organic Search,2,0,0
2751,Paid Search > Direct,2,1,700.88
2752,Organic Search > Direct > Social Media > Paid Search,4,0,0
2753,Direct,1,0,0
2754,Organic Search,1,0,0
2755,Social Media > Email,2,1,159.65
2756,Paid Search,1,1,138.76
2757,Organic Search > Social Media,2,1,331.93
2758,Email > Direct > Direct > Direct > Social Media > Paid Search,6,0,0
2759,Social Media,1,0,0
2760,Organic Search > Direct,2,1,259.68
2761,Organic Search > Paid Search > Email > Direct,4,0,0
2762,Organic Search,1,0,0
2763,Direct,1,0,0
2764,Direct,1,1,101.71
2765,Email,1,1,275.64
2766,Direct,1,1,510.0
2767,Email > Organic Search > Paid Search,3,0,0
2768,Social Media,1,0,0
2769,Paid Search,1,0,0
2770,Organic Search > Paid Search,2,1,1166.61
2771,Paid Search > Email,2,0,0
2772,Direct,1,0,0
2773,Organic Search > Email > Paid Search,3,0,0
2774,Social Media > Email,2,1,207.66
2775,Paid Search,1,0,0
2776,Social Media > Email,2,0,0
2777,Paid Search,1,0,0
2778,Email > Direct,2,0,0
2779,Social Media,1,0,0
2780,Organic Search,1,1,84.22
2781,Paid Search,1,0,0
2782,Social Media > Social Media > Paid Search,3,0,0
2783,Social Media > Social Media > Paid Search,3,0,0
2784,Direct,1,0,0
2785,Social Media > Organic Search > Paid Search,3,1,94.53
2786,Paid Search > Email > Direct,3,1,490.54
2787,Social Media > Paid Search > Email > Email > Direct,5,1,1088.32
2788,Paid Search > Direct > Paid Search > Paid Search,4,0,0
2789,Email > Direct,2,0,0
2790,Paid Search,1,1,166.18
2791,Paid Search > Paid Search,2,1,1660.52
2792,Paid Search,1,0,0
2793,Paid Search > Direct > Email > Direct,4,1,413.13
2794,Organic Search,1,0,0
2795,Organic Search > Social Media > Email > Direct,4,1,207.33
2796,Social Media > Email,2,0,0
2797,Paid Search > Direct,2,1,101.55
2798,Social Media,1,0,0
2799,Social Media > Email,2,1,230.56
2800,Email > Paid Search,2,1,406.74
2801,Social Media,1,0,0
2802,Paid Search > Direct > Email > Social Media,4,1,191.73
2803,Email,1,0,0
2804,Paid Search > Social Media,2,0,0
2805,Direct > Organic Search > Organic Search,3,0,0
2806,Organic Search > Email,2,1,125.37
2807,Organic Search,1,0,0
2808,Organic Search > Social Media > Paid Search,3,0,0
2809,Social Media > Paid Search,2,1,71.23
2810,Organic Search,1,0,0
2811,Email > Direct > Organic Search,3,0,0
2812,Social Media > Paid Search,2,1,791.43
2813,Social Media > Email > Direct,3,1,118.51
2814,Organic Search > Social Media,2,0,0
2815,Paid Search > Email > Paid Search,3,0,0
2816,Social Media > Direct,2,0,0
2817,Paid Search > Social Media > Organic Search > Direct,4,1,186.65
2818,Organic Search > Paid Search,2,0,0
2819,Paid Search > Social Media > Email,3,1,399.46
2820,Email,1,0,0
2821,Organic Search > Paid Search,2,0,0
2822,Paid Search > Social Media > Paid Search,3,1,633.82
2823,Social Media > Paid Search,2,0,0
2824,Organic Search > Social Media > Email > Social Media > Email,5,1,203.34
2825,Social Media,1,0,0
2826,Email,1,1,213.0
2827,Paid Search,1,1,715.19
2828,Direct > Paid Search > Paid Search,3,1,239.22
2829,Organic Search,1,0,0
2830,Organic Search > Direct,2,0,0
2831,Organic Search > Email > Social Media,3,0,0
2832,Paid Search,1,1,439.64
2833,Organic Search > Direct > Direct,3,0,0
2834,Social Media,1,1,422.98
2835,Social Media > Paid Search,2,1,203.5
2836,Social Media,1,1,165.72
2837,Direct,1,0,0
2838,Social Media,1,0,0
2839,Organic Search > Direct,2,0,0
2840,Organic Search > Email > Social Media > Organic Search,4,0,0
2841,Paid Search > Social Media,2,0,0
2842,Paid Search > Email > Paid Search > Direct > Social Media > Email,6,1,207.21
2843,Direct > Email,2,0,0
2844,Direct,1,1,206.13
2845,Paid Search > Email,2,1,246.49
2846,Organic Search,1,0,0
2847,Organic Search > Social Media > Paid Search,3,0,0
2848,Social Media,1,0,0
2849,Paid Search,1,0,0
2850,Social Media > Social Media,2,0,0
2851,Direct,1,1,300.86
2852,Email,1,0,0
2853,Organic Search,1,0,0
2854,Organic Search > Paid Search,2,0,0
2855,Paid Search,1,0,0
2856,Organic Search > Direct,2,1,396.25
2857,Paid Search > Paid Search,2,1,146.38
2858,Paid Search > Email,2,1,729.97
2859,Email,1,0,0
2860,Direct,1,0,0
2861,Social Media,1,0,0
2862,Social Media > Direct,2,0,0
2863,Social Media,1,1,408.91
2864,Organic Search > Email,2,1,637.09
2865,Organic Search,1,1,475.76
2866,Paid Search > Social Media,2,0,0
2867,Organic Search > Direct,2,1,127.6
2868,Organic Search > Email > Email,3,0,0
2869,Social Media > Organic Search > Social Media > Direct > Organic Search,5,1,206.32
2870,Direct,1,0,0
2871,Direct,1,0,0
2872,Direct,1,1,484.07
2873,Direct,1,0,0
2874,Email > Organic Search > Organic Search,3,0,0
2875,Organic Search,1,0,0
2876,Direct > Social Media > Email,3,0,0
2877,Organic Search,1,1,74.37
2878,Paid Search,1,0,0
2879,Organic Search,1,1,259.32
2880,Email > Direct,2,0,0
2881,Direct,1,1,306.54
2882,Direct,1,1,1504.46
2883,Organic Search,1,0,0
2884,Paid Search,1,1,160.85
2885,Organic Search > Paid Search,2,1,236.71
2886,Email > Organic Search > Social Media > Email > Direct,5,1,539.71
2887,Paid Search > Paid Search > Paid Search,3,1,197.79
2888,Direct,1,0,0
2889,Email > Social Media > Email > Paid Search,4,1,259.33
2890,Social Media,1,0,0
2891,Organic Search,1,0,0
2892,Organic Search > Paid Search,2,1,85.11
2893,Paid Search > Social Media > Paid Search,3,0,0
2894,Organic Search > Social Media,2,0,0
2895,Organic Search > Direct,2,1,210.46
2896,Paid Search,1,1,555.1
2897,Email > Direct,2,1,225.55
2898,Paid Search,1,0,0
2899,Email > Social Media,2,0,0
2900,Paid Search,1,0,0
2901,Email > Paid Search,2,0,0
2902,Organic Search > Direct > Organic Search > Paid Search,4,1,84.95
2903,Social Media > Email > Direct,3,1,225.32
2904,Social Media,1,0,0
2905,Organic Search > Email > Direct,3,1,278.29
2906,Paid Search > Direct > Email > Organic Search,4,0,0
2907,Paid Search,1,1,439.6
2908,Email > Email > Direct,3,1,380.1
2909,Direct,1,0,0
2910,Email,1,0,0
2911,Paid Search > Direct,2,0,0
2912,Direct,1,1,178.05
2913,Direct,1,0,0
2914,Direct,1,0,0
2915,Organic Search,1,0,0
2916,Email > Paid Search > Email,3,0,0
2917,Direct > Direct,2,0,0
2918,Email > Direct > Social Media > Organic Search > Paid Search,5,0,0
2919,Paid Search > Paid Search > Social Media > Paid Search > Paid Search > Social Media,6,0,0
2920,Email > Direct,2,1,167.7
2921,Social Media,1,0,0
2922,Direct,1,1,1559.34
2923,Email > Paid Search > Paid Search,3,0,0
2924,Organic Search,1,0,0
2925,Direct,1,0,0
2926,Social Media > Direct,2,1,172.08
2927,Social Media,1,1,202.13
2928,Email > Direct,2,1,1415.85
2929,Email,1,0,0
2930,Social Media > Paid Search > Social Media > Paid Search > Direct,5,1,455.43
2931,Organic Search > Email,2,0,0
2932,Organic Search,1,0,0
2933,Paid Search > Social Media,2,0,0
2934,Email,1,1,221.52
2935,Organic Search,1,0,0
2936,Email > Organic Search > Social Media,3,1,163.67
2937,Paid Search,1,0,0
2938,Paid Search,1,0,0
2939,Paid Search > Email,2,1,681.45
2940,Paid Search > Direct,2,1,183.76
2941,Paid Search,1,0,0
2942,Direct,1,1,218.68
2943,Organic Search > Social Media,2,0,0
2944,Social Media > Paid Search,2,0,0
2945,Social Media > Direct > Organic Search > Social Media > Paid Search > Direct,6,1,374.56
2946,Organic Search > Social Media > Social Media,3,0,0
2947,Paid Search > Social Media > Email > Organic Search > Social Media,5,0,0
2948,Social Media > Email > Organic Search,3,0,0
2949,Organic Search > Paid Search > Paid Search,3,1,458.66
2950,Organic Search,1,0,0
2951,Social Media > Paid Search,2,0,0
2952,Email,1,1,475.05
2953,Organic Search > Email > Paid Search,3,0,0
2954,Social Media,1,0,0
2955,Paid Search,1,0,0
2956,Organic Search,1,0,0
2957,Social Media > Direct > Organic Search,3,0,0
2958,Organic Search,1,1,434.74
2959,Paid Search > Paid Search > Social Media > Social Media > Email,5,1,197.5
2960,Email > Direct,2,1,1155.42
2961,Social Media,1,0,0
2962,Organic Search,1,1,745.85
2963,Social Media > Social Media > Email > Organic Search > Email > Paid Search > Email,7,1,227.26
2964,Organic Search > Organic Search > Social Media > Organic Search > Social Media,5,0,0
2965,Email,1,1,397.25
2966,Paid Search,1,0,0
2967,Organic Search > Social Media > Email > Direct,4,1,815.96
2968,Social Media,1,0,0
2969,Organic Search > Organic Search,2,0,0
2970,Direct,1,1,407.18
2971,Organic Search,1,0,0
2972,Paid Search > Email > Direct,3,1,206.22
2973,Organic Search > Email > Direct,3,0,0
2974,Organic Search,1,0,0
2975,Social Media > Direct > Email,3,0,0
2976,Organic Search,1,1,645.47
2977,Organic Search,1,0,0
2978,Social Media > Paid Search > Social Media,3,0,0
2979,Social Media > Email > Direct,3,0,0
2980,Paid Search,1,1,140.79
2981,Organic Search,1,0,0
2982,Direct,1,0,0
2983,Paid Search,1,1,264.76
2984,Paid Search > Direct,2,0,0
2985,Paid Search,1,0,0
2986,Organic Search > Social Media,2,1,166.01
2987,Organic Search,1,0,0
2988,Paid Search,1,1,264.12
2989,Social Media,1,0,0
2990,Organic Search,1,1,339.83
2991,Social Media,1,0,0
2992,Paid Search > Social Media,2,1,254.58
2993,Paid Search,1,1,361.65
2994,Social Media,1,0,0
2995,Direct > Social Media > Email,3,0,0
2996,Organic Search,1,0,0
2997,Direct > Direct > Direct,3,0,0
2998,Organic Search > Direct > Email,3,1,418.7
2999,Direct,1,1,201.0
3000,Paid Search,1,0,0
3001,Organic Search > Direct,2,0,0
3002,Organic Search > Organic Search,2,1,498.21
3003,Direct > Paid Search > Direct > Email,4,1,244.15
3004,Social Media,1,1,170.2
3005,Social Media > Social Media > Email,3,0,0
3006,Email > Direct,2,0,0
3007,Paid Search,1,1,274.43
3008,Organic Search > Social Media,2,0,0
3009,Email > Paid Search > Social Media > Email > Direct,5,0,0
3010,Email > Social Media > Organic Search,3,1,274.8
3011,Paid Search > Social Media > Social Media > Social Media > Direct,5,0,0
3012,Social Media,1,1,656.79
3013,Organic Search > Social Media > Paid Search > Direct,4,1,286.2
3014,Organic Search,1,1,463.92
3015,Organic Search,1,0,0
3016,Social Media > Paid Search > Email > Direct,4,1,102.92
3017,Paid Search,1,1,230.28
3018,Social Media,1,0,0
3019,Paid Search,1,1,136.05
3020,Organic Search,1,0,0
3021,Paid Search > Direct,2,0,0
3022,Paid Search > Social Media,2,1,274.28
3023,Organic Search,1,0,0
3024,Paid Search > Email > Social Media > Social Media,4,0,0
3025,Email,1,1,164.83
3026,Direct,1,0,0
3027,Email,1,0,0
3028,Email,1,1,100.63
3029,Social Media > Email > Paid Search > Email > Paid Search,5,1,644.75
3030,Direct,1,0,0
3031,Organic Search,1,1,114.02
3032,Social Media,1,0,0
3033,Social Media > Paid Search,2,1,224.14
3034,Social Media,1,1,97.5
3035,Email > Paid Search,2,0,0
3036,Paid Search > Organic Search > Paid Search,3,1,478.56
3037,Paid Search,1,0,0
3038,Paid Search,1,1,79.1
3039,Organic Search > Paid Search,2,1,171.81
3040,Social Media,1,1,144.61
3041,Direct,1,0,0
3042,Organic Search,1,0,0
3043,Social Media > Direct > Organic Search,3,0,0
3044,Social Media > Direct > Social Media,3,1,770.86
3045,Organic Search,1,0,0
3046,Organic Search > Social Media,2,1,160.01
3047,Direct,1,0,0
3048,Paid Search > Email,2,0,0
3049,Paid Search > Social Media > Organic Search > Direct > Direct,5,0,0
3050,Paid Search,1,1,309.59
3051,Email,1,0,0
3052,Organic Search > Direct > Direct,3,1,125.02
3053,Social Media,1,1,89.1
3054,Email,1,0,0
3055,Direct,1,1,289.18
3056,Direct,1,1,1669.63
3057,Organic Search,1,0,0
3058,Paid Search,1,0,0
3059,Paid Search > Social Media > Email > Direct,4,0,0
3060,Paid Search > Direct,2,1,657.33
3061,Paid Search,1,0,0
3062,Paid Search,1,0,0
3063,Direct,1,0,0
3064,Organic Search,1,0,0
3065,Organic Search,1,0,0
3066,Organic Search > Email > Direct,3,0,0
3067,Paid Search,1,1,103.74
3068,Paid Search,1,0,0
3069,Organic Search > Paid Search > Email,3,1,1204.81
3070,Direct > Organic Search,2,1,745.33
3071,Paid Search > Email,2,1,75.36
3072,Social Media > Social Media > Email,3,0,0
3073,Organic Search > Paid Search,2,1,243.81
3074,Paid Search > Social Media > Paid Search > Email > Social Media > Organic Search > Paid Search,7,1,891.08
3075,Paid Search > Email > Organic Search,3,0,0
3076,Organic Search,1,0,0
3077,Social Media > Email,2,0,0
3078,Direct,1,1,173.66
3079,Paid Search > Direct,2,1,622.44
3080,Organic Search,1,0,0
3081,Organic Search > Paid Search > Direct,3,1,228.82
3082,Paid Search,1,0,0
3083,Paid Search > Organic Search > Direct > Organic Search > Direct,5,0,0
3084,Email,1,1,580.62
3085,Social Media,1,1,412.24
3086,Paid Search,1,0,0
3087,Email > Paid Search,2,0,0
3088,Social Media,1,0,0
3089,Email,1,0,0
3090,Paid Search > Email > Direct,3,0,0
3091,Social Media,1,0,0
3092,Organic Search,1,1,181.93
3093,Social Media,1,0,0
3094,Paid Search > Organic Search,2,1,257.06
3095,Organic Search > Paid Search > Direct > Email > Social Media,5,0,0
3096,Paid Search > Direct,2,1,1361.66
3097,Paid Search,1,0,0
3098,Direct > Social Media,2,0,0
3099,Organic Search > Paid Search > Organic Search,3,1,1669.19
3100,Paid Search,1,0,0
3101,Paid Search > Email > Email > Social Media > Email > Direct > Email,7,0,0
3102,Organic Search > Email > Paid Search,3,0,0
3103,Paid Search,1,0,0
3104,Paid Search > Direct,2,0,0
3105,Social Media > Email > Direct,3,1,145.13
3106,Email > Paid Search > Social Media,3,0,0
3107,Social Media > Paid Search,2,0,0
3108,Organic Search > Direct,2,1,975.32
3109,Organic Search,1,0,0
3110,Email > Direct > Email > Paid Search > Direct > Organic Search,6,0,0
3111,Paid Search,1,0,0
3112,Paid Search,1,0,0
3113,Email > Direct,2,0,0
3114,Paid Search,1,0,0
3115,Organic Search,1,1,167.84
3116,Direct > Email,2,1,85.18
3117,Organic Search,1,1,88.94
3118,Social Media,1,0,0
3119,Organic Search,1,0,0
3120,Direct,1,1,153.72
3121,Organic Search > Paid Search,2,0,0
3122,Direct,1,0,0
3123,Email > Social Media,2,0,0
3124,Organic Search > Paid Search > Direct > Direct,4,1,206.07
3125,Paid Search,1,0,0
3126,Paid Search,1,0,0
3127,Organic Search,1,0,0
3128,Direct > Organic Search > Email,3,1,294.9
3129,Organic Search,1,0,0
3130,Organic Search,1,0,0
3131,Organic Search > Direct,2,0,0
3132,Direct,1,1,200.82
3133,Social Media > Email,2,1,151.28
3134,Social Media > Email,2,1,1216.68
3135,Social Media,1,0,0
3136,Organic Search > Paid Search > Paid Search,3,0,0
3137,Organic Search > Paid Search > Paid Search > Direct,4,0,0
3138,Organic Search > Paid Search > Social Media,3,0,0
3139,Paid Search,1,0,0
3140,Social Media,1,1,730.15
3141,Email > Paid Search > Direct,3,1,760.77
3142,Organic Search,1,0,0
3143,Paid Search > Organic Search > Paid Search > Social Media > Paid Search > Organic Search,6,0,0
3144,Organic Search > Social Media,2,1,406.34
3145,Social Media,1,0,0
3146,Social Media > Direct > Email,3,1,270.69
3147,Organic Search,1,0,0
3148,Direct,1,1,202.11
3149,Email,1,1,597.95
3150,Social Media > Email,2,1,141.36
3151,Social Media,1,0,0
3152,Organic Search > Paid Search > Direct > Paid Search,4,1,268.33
3153,Paid Search > Direct,2,0,0
3154,Organic Search,1,0,0
3155,Paid Search > Direct,2,0,0
3156,Direct > Email,2,0,0
3157,Organic Search > Organic Search,2,0,0
3158,Paid Search,1,1,264.98
3159,Paid Search,1,0,0
3160,Paid Search > Social Media,2,0,0
3161,Paid Search > Direct > Paid Search > Social Media,4,0,0
3162,Social Media,1,0,0
3163,Email > Social Media,2,0,0
3164,Social Media,1,0,0
3165,Organic Search,1,0,0
3166,Direct > Direct,2,0,0
3167,Direct,1,0,0
3168,Paid Search > Social Media,2,0,0
3169,Organic Search > Social Media,2,1,280.76
3170,Social Media,1,0,0
3171,Organic Search > Email > Paid Search,3,0,0
3172,Email,1,0,0
3173,Direct > Email,2,0,0
3174,Social Media > Email > Social Media,3,0,0
3175,Organic Search,1,0,0
3176,Organic Search,1,0,0
3177,Organic Search,1,0,0
3178,Direct > Social Media > Direct,3,1,516.15
3179,Organic Search > Social Media > Paid Search,3,1,596.25
3180,Organic Search > Paid Search,2,1,242.24
3181,Direct,1,0,0
3182,Paid Search > Email,2,0,0
3183,Paid Search,1,0,0
3184,Organic Search > Direct,2,1,376.57
3185,Email,1,1,75.76
3186,Direct,1,1,417.53
3187,Direct,1,1,1944.87
3188,Paid Search,1,1,212.08
3189,Social Media > Social Media > Social Media,3,1,701.78
3190,Direct > Paid Search > Paid Search,3,0,0
3191,Organic Search > Direct,2,1,262.38
3192,Email,1,1,702.45
3193,Paid Search,1,1,253.03
3194,Social Media,1,1,1931.11
3195,Social Media > Paid Search,2,0,0
3196,Paid Search,1,1,268.73
3197,Paid Search,1,1,247.03
3198,Direct,1,1,764.12
3199,Email,1,1,1503.6
3200,Organic Search,1,1,286.49
3201,Organic Search,1,0,0
3202,Email,1,1,880.27
3203,Email > Direct,2,0,0
3204,Organic Search > Direct > Organic Search > Direct,4,0,0
3205,Organic Search,1,0,0
3206,Organic Search,1,0,0
3207,Paid Search > Email > Direct,3,1,1767.08
3208,Direct,1,1,643.92
3209,Email > Social Media,2,0,0
3210,Organic Search,1,0,0
3211,Social Media > Email,2,1,145.67
3212,Organic Search,1,0,0
3213,Paid Search,1,0,0
3214,Direct,1,0,0
3215,Direct > Direct > Paid Search,3,1,380.09
3216,Social Media,1,0,0
3217,Paid Search > Direct,2,0,0
3218,Organic Search > Paid Search,2,1,261.85
3219,Organic Search,1,0,0
3220,Paid Search > Direct,2,0,0
3221,Organic Search,1,0,0
3222,Email,1,0,0
3223,Organic Search,1,1,299.86
3224,Paid Search > Organic Search > Direct,3,1,173.62
3225,Email,1,0,0
3226,Organic Search > Paid Search,2,1,53.1
3227,Organic Search > Organic Search,2,1,1121.79
3228,Social Media,1,1,708.74
3229,Social Media,1,0,0
3230,Direct,1,0,0
3231,Social Media,1,0,0
3232,Direct,1,0,0
3233,Organic Search > Email,2,0,0
3234,Direct > Direct,2,1,153.8
3235,Direct,1,0,0
3236,Organic Search > Direct > Paid Search,3,0,0
3237,Email,1,1,388.09
3238,Email,1,1,1576.35
3239,Social Media,1,1,286.11
3240,Social Media > Organic Search,2,1,461.71
3241,Direct > Social Media,2,1,234.53
3242,Paid Search,1,0,0
3243,Organic Search,1,1,229.72
3244,Social Media,1,0,0
3245,Social Media,1,0,0
3246,Paid Search,1,1,494.48
3247,Organic Search > Direct,2,1,398.32
3248,Social Media,1,0,0
3249,Direct > Social Media,2,1,388.68
3250,Organic Search,1,1,1037.52
3251,Organic Search,1,0,0
3252,Social Media,1,1,1598.83
3253,Organic Search,1,1,769.01
3254,Organic Search,1,1,271.7
3255,Organic Search,1,0,0
3256,Social Media,1,0,0
3257,Paid Search > Direct,2,0,0
3258,Organic Search > Social Media > Organic Search > Email,4,1,299.87
3259,Organic Search > Email > Social Media,3,0,0
3260,Social Media > Email,2,1,212.24
